x,y,z,K,activation_time,speed
7.1104,0.6243,9.3927,0.001747,278,0.24256
7.9397,0.9051,8.6888,0.001199,274,0.24021
-7.6752,1.6484,8.5464,0.000361,323,0.23879
-10.8608,0.4539,-3.1274,0.000050,327,0.25675
11.1378,0.3214,3.7584,0.002620,259,0.19515
-4.5995,0.7272,10.7903,0.000649,311,0.25175
9.2054,0.3864,7.3048,0.001320,270,0.23700
9.5021,-0.7439,-6.7788,0.000965,258,0.24637
-0.9033,-0.0024,11.7733,0.002259,302,0.07248
-4.8579,1.0378,-10.6396,0.001477,294,0.10530
5.1162,1.7627,-10.5340,0.001257,255,0.04126
-11.1906,-0.6399,-1.1567,0.000760,335,0.12548
2.7970,0.1491,11.4162,0.000720,294,0.07354
-8.6813,0.1400,-7.4561,0.000601,312,0.28734
-4.6396,1.7704,10.7801,0.000912,307,0.04979
8.4820,0.1316,8.1259,0.000615,274,0.23734
11.4325,0.5623,2.6840,0.002470,255,0.06637
5.3169,0.0974,10.5061,0.001177,286,0.21591
-9.2935,0.8226,-6.6163,0.001008,314,0.10262
0.3666,0.9653,-11.8512,0.001473,275,0.24747
-5.8169,1.4651,-10.0994,0.001329,298,0.19083
-8.9317,0.5754,7.0904,0.001613,331,0.24113
-9.9338,0.5749,5.4366,0.001016,339,0.24010
6.8232,-0.4325,9.5682,0.001887,282,0.24255
11.5939,-0.5687,-1.1847,0.001608,251,0.03493
-10.6739,0.6008,3.6497,0.001045,347,0.02808
4.6382,0.8967,10.8482,0.000796,286,0.18633
0.0162,0.5858,11.7987,0.002082,298,0.06722
6.2214,0.3358,9.9949,0.000427,282,0.23857
10.3995,0.8811,5.4782,0.000979,262,0.15578
10.8059,0.5544,-4.4048,0.002085,250,0.19009
-0.4324,0.1473,-11.8426,0.000928,279,0.24634
8.9940,-0.6524,7.5263,0.001652,274,0.23320
-9.2424,-0.3913,-6.6677,0.000293,316,0.27334
7.2402,0.0898,-9.1831,0.001224,258,0.16262
10.4519,-0.2284,-5.1458,0.000748,254,0.22505
-5.4456,1.1695,10.3237,0.001384,311,0.04317
-6.9788,1.1256,9.2148,0.002047,319,0.18207
3.3480,1.2127,-11.2966,0.001057,263,0.16692
-1.8553,0.4793,11.6604,0.001025,305,0.10550
-1.5291,0.4428,-11.7130,0.000642,283,0.24421
-10.9133,0.0870,2.7167,0.000901,347,0.03393
-6.5802,0.7635,-9.5504,0.000583,302,0.20030
-2.6136,0.7375,-11.4956,0.001892,287,0.22948
0.9654,1.1616,11.7550,0.001484,294,0.07180
-4.5401,-0.3037,10.7901,0.001369,314,0.20873
5.3916,0.6475,-10.4059,0.000950,259,0.19474
7.6880,-0.1398,8.8842,0.001040,278,0.24044
-11.1136,0.6602,1.7697,0.000798,343,0.09786
9.0149,-1.5613,-7.4050,0.000982,262,0.24566
-9.7737,0.1088,-5.8037,0.000083,318,0.15374
4.8769,-0.9150,10.6756,0.001782,290,0.24015
8.2558,-0.9019,8.3326,0.001658,278,0.23368
0.9660,0.1004,11.7433,0.001179,298,0.25008
4.3969,-0.1435,10.9229,0.001372,290,0.17074
11.6005,0.7788,1.5592,0.001873,254,0.09695
-9.4591,0.0402,6.2757,0.001245,335,0.24114
1.4775,0.6748,-11.7433,0.000260,271,0.24861
7.4722,-1.0278,-8.9886,0.001434,262,0.23931
-4.2430,0.2233,-10.9334,0.000168,295,0.06360
9.6576,-1.8450,-6.4955,0.000727,262,0.24224
-4.9949,-0.2659,-10.5600,0.000743,298,0.07999
-10.1984,-0.5589,-4.9536,0.001092,322,0.18998
-11.2198,0.1350,0.8620,0.000657,343,0.05839
-10.3040,-1.0280,4.5327,0.000705,343,0.24037
0.0510,-0.4910,11.7831,0.001304,302,0.24556
8.2860,-1.2940,-8.2411,0.001484,262,0.25084
-11.0886,-0.4319,1.7803,0.000423,347,0.03898
-10.3348,0.0480,4.5535,0.001206,343,0.09651
3.6353,-0.5639,11.1689,0.001044,293,0.23287
-1.7666,-1.6694,11.5878,0.000501,310,0.24748
0.9998,-0.9790,11.7010,0.001615,302,0.08855
-1.8063,-0.5966,11.6328,0.002121,306,0.06404
-2.7513,-0.1356,11.4647,0.002490,309,0.11795
10.2371,-0.1733,5.7472,0.001820,266,0.15512
-10.5832,-0.1202,-4.0135,0.000530,326,0.06409
-7.6673,0.5877,8.5563,0.000673,323,0.17539
4.3898,0.9292,-10.8938,0.000867,259,0.04080
-8.9062,-0.4854,7.0659,0.001027,331,0.19852
11.1944,-0.8597,-3.1001,0.000366,255,0.10400
-5.7541,0.3071,-10.1287,0.000569,298,0.05968
-3.3045,-0.0738,-11.2802,0.000637,291,0.13654
-6.2122,0.6014,9.8099,0.002398,315,0.04579
5.8785,-0.7534,10.1536,0.000791,286,0.13964
1.8847,-0.3880,11.5878,0.000913,298,0.06685
10.7284,0.0736,4.7754,0.001702,263,0.16207
-11.0272,-1.1117,-2.1094,0.000451,333,0.17122
3.9135,-1.2925,11.0494,0.001863,294,0.25944
10.8852,-0.5188,-4.1485,0.001866,254,0.20643
-7.6521,-0.4646,8.5490,0.001432,323,0.04850
6.5951,-0.7524,-9.6631,0.001138,262,0.16011
2.5755,0.3859,-11.5377,0.001548,267,0.17561
9.6535,-0.4146,6.6625,0.001911,270,0.22219
4.6787,-1.8369,10.7319,0.001656,294,0.07222
-6.5381,-0.3948,-9.5685,0.000574,302,0.06345
4.6750,-0.1872,-10.7814,0.000472,263,0.19029
-11.2049,-0.9240,0.7978,0.001431,343,0.25085
0.6765,-0.1464,-11.8392,0.001203,275,0.24809
-6.9418,0.0632,9.2152,0.001235,319,0.04389
-8.3310,1.1108,7.8482,0.001430,327,0.24043
5.6619,-0.4714,-10.2648,0.001054,263,0.16482
11.6727,0.1834,-0.3547,0.001083,251,0.11135
3.6432,0.0985,-11.2079,0.000520,263,0.04491
-5.3995,0.0778,10.3392,0.001476,315,0.25959
-11.2529,-0.3117,-0.1414,0.000881,339,0.24475
11.3126,-0.4818,3.0144,0.000604,259,0.05953
7.6896,-2.1452,-8.7650,0.000392,266,0.25152
-7.3134,0.1223,-8.9419,0.000737,306,0.15119
-10.6586,-0.4763,3.6419,0.001024,347,0.05352
8.0160,-1.9259,8.5004,0.001514,282,0.22320
-9.7179,-1.0269,-5.8408,0.000138,320,0.26729
-6.1460,-0.4728,9.8159,0.000581,319,0.23539
-8.0192,-0.4581,-8.2457,0.001607,310,0.14575
-3.6331,-0.7207,11.1903,0.002675,313,0.12122
-10.8572,-0.5890,-3.0308,0.000728,329,0.22036
10.0759,-1.0365,-5.8451,0.000787,258,0.24570
11.5437,-0.2338,1.9169,0.001334,258,0.08557
-11.2230,-1.3603,-0.2136,0.001046,339,0.11203
11.5619,-1.7061,-1.0611,0.001594,255,0.03205
-2.6831,-2.2432,11.3738,0.002891,314,0.24530
7.4273,-1.1744,9.0556,0.001072,282,0.23659
-5.2874,-1.0641,10.3559,0.002217,318,0.25979
4.9474,-1.3066,-10.6378,0.000484,267,0.16679
10.1978,-2.1476,-5.5324,0.000693,262,0.23394
1.7815,-0.4383,-11.7029,0.001810,271,0.17007
-10.6154,-1.5582,3.6149,0.001529,347,0.04821
-9.9196,-0.4947,5.4219,0.001175,339,0.24079
-6.9142,-0.9800,9.1942,0.000963,323,0.21644
-8.3216,0.0530,7.8425,0.000852,327,0.20066
8.7683,-1.6823,7.7218,0.002313,278,0.22326
-2.7039,-1.1886,11.4252,0.000237,310,0.07409
-8.8750,-1.5492,7.0346,0.000926,331,0.04145
11.6750,-0.0591,0.7455,0.001259,255,0.10486
11.6563,-0.9846,-0.0744,0.000785,255,0.08460
1.9564,-1.4519,11.5298,0.000853,300,0.27924
-6.4991,-1.5930,-9.5692,0.000641,305,0.14890
-4.0881,-0.8246,-10.9815,0.001613,295,0.12762
10.5537,-1.3264,-4.8800,0.001094,258,0.21423
6.5368,-1.4736,9.7122,0.002045,286,0.23716
-0.8582,-1.0822,11.7290,0.002001,306,0.24964
-4.4651,-1.2989,10.7898,0.002675,317,0.10578
0.1005,-1.5702,11.7291,0.001768,306,0.08614
11.4214,-1.2657,-2.0609,0.000809,255,0.12332
-9.4381,-1.0275,6.2544,0.001529,335,0.18089
-11.1646,-1.9899,0.7452,0.001264,343,0.05833
-4.8885,-1.4546,-10.5877,0.000601,299,0.10513
-1.2294,-0.6693,-11.7549,0.001483,283,0.24605
5.5695,-1.8701,10.2641,0.000350,290,0.13301
11.6170,-2.2669,-0.1892,0.001702,259,0.11568
-7.2788,-1.0238,-8.9472,0.000364,306,0.07762
11.6267,-1.7837,0.6232,0.000999,259,0.15522
11.2112,-1.9471,-2.8923,0.000953,259,0.08119
-0.8104,-2.1572,11.6819,0.001783,310,0.08864
-10.1580,-1.6439,-4.9634,0.000707,324,0.28274
-11.0600,-1.5074,1.7365,0.001056,347,0.05306
-10.8887,-0.9984,2.7034,0.001192,351,0.01442
-7.6324,-1.5120,8.5131,0.002039,327,0.23116
5.9213,-1.5932,-10.0962,0.001318,266,0.15875
8.5368,-2.6995,7.9017,0.002412,282,0.20246
11.4383,-1.2774,2.2842,0.000672,262,0.07591
3.9289,-1.0181,-11.0965,0.001461,267,0.20082
1.0724,-2.0474,11.6395,0.000998,304,0.20513
-8.3079,-1.0031,7.8236,0.003102,327,0.05048
5.2114,-2.4275,-10.4692,0.000667,270,0.16154
2.8037,-0.8757,11.3943,0.000895,297,0.09510
-9.8898,-1.5693,5.3973,0.002559,339,0.18654
-2.2918,-0.3716,-11.5596,0.001156,287,0.23797
-9.1909,-1.5564,-6.6908,0.000236,318,0.09521
11.6168,-1.0116,1.1825,0.001091,259,0.09056
0.9718,-1.2594,-11.8061,0.001400,275,0.18309
10.5697,-0.9878,5.0504,0.001880,267,0.15546
11.3824,-2.4227,-1.9624,0.000877,259,0.08630
-0.1356,-0.9652,-11.8419,0.000808,279,0.24827
4.2101,-2.1361,-10.9705,0.001775,271,0.17803
2.0734,-1.5520,-11.6342,0.000960,271,0.04868
9.4354,-1.4609,6.8781,0.001034,274,0.21489
-3.6000,-1.7545,11.1437,0.003697,314,0.10120
6.3455,-2.5020,9.7712,0.002096,290,0.18237
-10.2591,-2.1080,4.5016,0.002348,343,0.07252
-5.2860,-2.0777,10.2871,0.001824,321,0.14362
-8.6412,-0.9982,-7.4864,0.000759,314,0.12456
2.8705,-0.7289,-11.4560,0.001151,267,0.04619
-11.1385,-1.7844,-1.1930,0.001012,337,0.18810
10.8255,-1.8137,4.3320,0.000305,267,0.17167
10.9213,-1.5714,-3.8951,0.000005,258,0.26167
-11.1722,-2.4501,-0.2461,0.001317,341,0.22075
-6.1250,-1.5048,9.7826,0.000701,322,0.16844
2.0718,-2.4723,11.4558,0.000983,301,0.06040
8.4872,-2.3933,-7.9994,0.002195,266,0.24973
11.5131,-2.0811,1.6034,0.000795,263,0.10583
11.5513,-2.8207,0.8036,0.000637,263,0.23314
-3.0880,-1.1667,-11.3274,0.000784,291,0.24429
11.0152,-0.7402,4.0649,0.004082,263,0.20530
1.1519,-3.1000,11.5473,0.000795,305,0.07493
3.0054,-1.7793,11.2891,0.001635,297,0.07691
6.8392,-1.8749,-9.4717,0.001413,266,0.23950
-3.9161,-1.9086,-11.0161,0.000950,295,0.23003
-10.8115,-1.6940,-3.0788,0.001112,330,0.14860
-10.1991,-3.1903,4.4629,0.001647,343,0.03368
-6.9025,-2.0143,9.1343,0.001397,326,0.20365
7.1879,-2.2050,9.1823,0.000596,286,0.22083
0.1650,-2.6386,11.6544,0.001713,308,0.18844
-8.5914,-2.1394,-7.4987,0.000023,314,0.08192
8.6636,-3.4677,-7.7304,0.001521,270,0.23828
11.1531,-3.1100,-2.8788,0.001041,263,0.09090
10.0449,-1.2311,5.9929,0.000693,270,0.15822
-10.1009,-2.7422,-4.9682,0.000263,326,0.11632
-10.5476,-1.1522,-4.0170,0.001033,326,0.15664
2.3555,-2.6636,-11.5356,0.001170,275,0.20017
-11.0105,-2.5848,1.6925,0.001516,347,0.11669
-8.2731,-2.0630,7.7827,0.001645,331,0.23885
-5.6616,-2.1306,-10.1204,0.000616,302,0.27920
11.3119,-2.3718,2.6062,0.000978,266,0.10158
11.5079,-2.9200,-1.0338,0.000912,259,0.03480
3.8337,-2.3618,11.0112,0.001379,298,0.04945
-10.8465,-2.0792,2.6654,0.001273,355,0.00920
-2.0428,-1.4760,-11.5947,0.001173,287,0.24797
-1.7279,-2.7311,11.5243,0.001166,314,0.08670
9.2125,-2.5067,7.0835,0.000342,278,0.21702
2.9777,-2.9225,11.2054,0.000479,301,0.07471
3.1536,-1.8438,-11.3427,0.000543,271,0.19417
-9.6763,-2.1503,-5.8469,0.000389,322,0.10151
6.9769,-3.2833,9.2683,0.001432,290,0.21403
-10.5070,-2.2308,-4.0455,0.001136,328,0.28071
-0.7520,-3.2203,11.5969,0.001181,312,0.17994
10.1595,-3.1054,5.5271,0.000151,275,0.12388
7.7557,-2.9489,8.6418,0.001003,286,0.22807
7.0711,-3.0009,-9.2493,0.001408,270,0.25207
-4.5372,-2.1921,10.6931,0.001147,318,0.06878
-0.9608,-1.7770,-11.7613,0.001044,283,0.24971
9.9423,-4.1252,5.7543,0.000862,279,0.10885
3.0463,-4.0156,11.0957,0.000724,302,0.06023
-1.6734,-3.7826,11.4470,0.001781,316,0.19109
-7.6028,-2.5684,8.4654,0.001908,330,0.22651
9.1898,-2.6447,-7.1227,0.001138,266,0.23584
-6.8689,-3.0668,9.0700,0.001095,329,0.11175
9.8325,-2.2934,6.2232,0.002108,274,0.14400
-7.2297,-2.1917,-8.9605,0.000626,309,0.10992
-5.7501,-0.9288,-10.1053,0.000743,301,0.26637
0.1436,-2.0747,-11.8223,0.001898,279,0.18922
8.9663,-3.5486,7.2791,0.000788,282,0.21086
11.5636,-3.4332,-0.0545,0.001832,263,0.12724
-5.3488,-2.9703,10.1772,0.001053,322,0.06178
2.1069,-3.5591,11.3650,0.001926,305,0.07513
-11.0876,-2.9160,-1.2212,0.001642,338,0.18043
-2.6570,-3.2797,11.2956,0.001857,318,0.10724
-10.7540,-2.8085,-3.1153,0.000814,332,0.27758
6.4134,-3.8459,-9.6739,0.000828,274,0.25186
11.4078,-3.1685,1.8290,0.000969,267,0.08506
11.1962,-1.5556,3.3332,0.002140,263,0.06228
11.0408,-2.6511,3.6114,0.001661,267,0.05946
-7.9723,-1.5945,-8.2608,0.000192,310,0.08832
-4.7416,-2.6033,-10.6333,0.002192,299,0.21791
-0.6830,-4.2800,11.5059,0.001782,313,0.08156
6.1739,-2.7181,-9.9040,0.001262,270,0.23989
-6.1444,-2.5135,9.6889,0.001406,325,0.12315
4.7595,-2.7535,10.6217,0.001759,294,0.07026
-6.0942,-3.5494,9.6300,0.001460,326,0.05751
-8.2111,-3.1292,7.7279,0.001388,334,0.21286
4.8072,-3.8157,10.4957,0.002023,298,0.27229
-11.0114,-4.0389,-1.2481,0.001801,340,0.26799
5.5537,-3.0562,10.1941,0.001043,294,0.12195
11.1808,-3.4693,2.8463,0.000750,270,0.10127
-10.9467,-3.6717,1.6548,0.001194,349,0.04955
8.2510,-3.6744,8.0880,0.000666,286,0.14792
4.4784,-3.2535,-10.8064,0.000840,274,0.17756
3.9085,-3.4032,10.8964,0.000355,298,0.06219
0.2350,-3.7009,11.5710,0.001440,309,0.08035
11.4706,-3.8977,0.9887,0.002372,267,0.24837
10.3774,-2.0517,5.2994,0.001749,271,0.14560
7.4520,-4.0096,8.8096,0.001988,290,0.24064
-9.6368,-3.2713,-5.8473,0.000435,322,0.06861
10.6360,-2.4476,-4.5657,0.000528,262,0.23328
-9.3895,-2.0988,6.2161,0.001666,335,0.04318
-10.0553,-3.8493,-4.9795,0.001546,326,0.08341
11.3258,-3.5834,-1.9325,-0.000007,263,0.07768
-2.8746,-2.2563,-11.3512,0.001033,291,0.25134
-7.5379,-3.6330,8.4085,0.002279,333,0.11919
-10.5665,-2.6408,3.5786,0.001584,347,0.08560
-11.1009,-3.0741,0.7087,0.001170,345,0.24106
-10.7842,-3.1618,2.6236,0.000845,-1,nan
-6.4202,-2.8034,-9.5866,0.000383,306,0.23791
-8.5673,-3.2724,-7.4825,0.000675,317,0.11734
5.4736,-3.5500,-10.2842,0.000804,274,0.24308
9.5914,-3.3676,6.4466,0.001414,278,0.11614
-8.8278,-2.6181,6.9944,0.001448,335,0.22025
8.8411,-5.3860,7.1740,0.000175,286,0.05707
-10.7081,-4.2503,2.5838,0.000952,351,0.03401
10.6513,-2.8948,4.5860,0.001000,271,0.16470
-3.7115,-3.0015,-11.0402,0.000448,295,0.25215
-10.1109,-4.2747,4.4173,0.000618,347,0.23900
6.2531,-3.5598,9.7282,-0.000020,294,0.06348
9.3388,-3.6908,-6.8142,0.000684,270,0.16861
3.9825,-4.4707,10.7702,0.002554,302,0.18327
1.2550,-2.3699,-11.7429,0.002010,275,0.05388
-3.5639,-3.7919,10.9646,0.000767,322,0.08584
-2.6455,-3.3475,-11.3749,0.000547,291,0.25402
-1.7989,-2.5732,-11.5971,0.000224,287,0.25227
-7.1707,-3.3528,-8.9582,0.000515,310,0.23423
10.9646,-2.5950,-3.6711,0.000952,262,0.18253
-11.1155,-3.5550,-0.2743,0.001959,342,0.19234
-5.9848,-4.5797,9.5760,0.001282,330,0.23060
-9.8376,-2.6476,5.3611,0.002309,339,0.04732
-9.3223,-3.1741,6.1712,0.001298,339,0.22502
-9.5774,-4.3973,-5.8352,0.000971,325,0.07718
-10.4517,-3.3299,-4.0667,0.001640,330,0.12807
10.6643,-4.8635,4.0973,0.000352,275,0.05341
-1.5934,-4.8383,11.3571,0.000897,317,0.08331
-8.1324,-4.2001,7.6789,0.002251,337,0.11109
-9.1507,-2.6949,-6.6902,0.000879,318,0.07404
0.3039,-4.7714,11.4756,0.001674,313,0.09684
-10.9738,-2.2760,-2.1516,0.000638,334,0.15748
10.3426,-3.2641,-5.1232,0.001074,266,0.18901
-7.9288,-2.7371,-8.2641,0.001678,313,0.11779
-5.2471,-3.9657,10.1435,0.001258,326,0.27801
-3.6211,-2.7634,11.0494,0.000990,318,0.25387
-6.7954,-4.1238,9.0229,0.002312,330,0.06602
-11.0305,-4.1709,0.6759,0.001820,346,0.29792
-10.4912,-3.7254,3.5357,0.000709,347,0.08603
7.9035,-3.2638,-8.5256,0.001223,270,0.24576
-10.8534,-4.7656,1.6158,0.000661,350,0.07474
10.8707,-3.7520,3.8530,0.001187,271,0.05752
-8.7565,-3.6916,6.9472,0.001701,338,0.20539
-0.6988,-2.8792,-11.7491,0.001494,283,0.18561
-4.3701,-4.3411,10.5690,0.002179,325,0.17190
2.2473,-5.7187,11.1059,0.001023,310,0.15294
1.2099,-4.1743,11.4467,0.002833,309,0.08296
9.8167,-2.9334,-6.1636,0.001329,266,0.21170
-5.5294,-3.3131,-10.1455,0.000124,303,0.20489
1.5322,-3.4762,-11.6533,0.000414,279,0.20867
-9.7556,-3.7277,5.3137,0.002095,343,0.24203
-10.9090,-3.4109,-2.1827,0.000672,336,0.26596
-9.1095,-3.8286,-6.6688,0.000155,321,0.09724
-5.8677,-5.6229,9.5049,0.000810,333,0.22144
-1.5480,-3.6685,-11.5978,0.000487,287,0.16693
9.3214,-4.4879,6.6764,0.000600,282,0.12143
-6.3171,-4.0441,-9.5975,0.001040,306,0.13078
-9.2322,-4.2521,6.1214,0.000861,342,0.20092
-4.5256,-3.2047,10.6109,0.001554,322,0.21641
5.6588,-4.2211,10.0266,0.001144,297,0.11138
-6.6755,-5.1772,8.9599,0.001783,334,0.21774
-7.2624,-4.4382,-8.8437,0.002038,310,0.07101
0.4175,-3.1801,-11.7857,0.002018,279,0.06014
8.0005,-4.6261,8.2408,0.001750,290,0.07423
3.4339,-2.9579,-11.2224,0.001435,275,0.17296
11.4794,-4.5543,0.1053,0.003424,267,0.12083
-7.9211,-3.8604,-8.1975,-0.000481,314,0.29422
6.6162,-4.4868,9.3991,0.002834,294,0.23985
-10.6146,-5.3440,2.5445,0.001568,354,0.02891
-2.5825,-4.3224,11.2149,0.002277,320,0.15473
8.6512,-4.5188,7.5353,0.000450,286,0.22273
-4.5354,-3.7242,-10.6791,0.001617,299,0.23162
9.7418,-5.0562,5.9227,0.000546,283,0.05585
-8.5600,-4.4199,-7.4407,0.001701,318,0.17283
-5.2933,-4.4479,-10.2231,0.000112,303,0.23558
11.2973,-4.2643,2.0378,0.001085,271,0.10113
11.4567,-4.0752,-0.9387,0.000985,263,0.03983
-5.1401,-4.9944,10.0812,0.001639,329,0.20636
10.7841,-3.5934,-3.9879,0.000982,265,0.07326
5.8019,-5.2389,9.8105,0.002215,298,0.15568
10.4528,-3.9678,4.8171,0.000996,275,0.16328
1.2807,-5.2509,11.3299,0.000787,310,0.07046
-3.4390,-4.8590,10.8894,0.001067,324,0.11917
-8.0144,-5.2694,7.6215,0.001577,338,0.06986
11.0336,-4.5601,3.0732,0.000414,274,0.12926
-8.6535,-4.7662,6.8931,0.001248,341,0.09973
5.7204,-4.6714,-10.0577,0.000338,278,0.24979
11.0718,-4.1845,-2.9170,0.000411,267,0.08922
-10.2854,-5.9052,3.4498,0.001642,354,0.04543
-3.4757,-4.0996,-11.0697,0.000537,295,0.25260
-9.6530,-4.8102,5.2646,0.001688,346,0.20871
4.7462,-4.3697,-10.6320,0.002836,278,0.24667
4.9973,-5.4812,-10.4197,0.002500,282,0.24722
-7.9427,-5.0219,-8.1053,0.001080,314,0.06009
-4.2563,-5.4214,10.4964,0.001253,328,0.11967
4.8884,-4.8896,10.3376,0.000153,301,0.12276
8.7244,-6.4503,7.1250,0.001481,290,0.12613
11.3880,-5.1924,-0.8126,0.000501,267,0.04327
-5.8842,-5.2615,-9.8244,0.001123,307,0.10345
-10.6764,-3.9232,-3.1397,0.000133,334,0.10076
-10.4957,-6.4401,2.5036,0.001098,356,0.03086
9.4752,-4.6893,-6.4819,0.000823,274,0.07642
2.1723,-4.6403,11.2432,0.001026,306,0.05964
7.3446,-5.0895,8.7541,0.001241,293,0.17320
11.3672,-4.9923,1.1782,0.001019,271,0.25135
3.1262,-5.0983,10.9758,0.002353,306,0.16502
-3.2186,-6.9843,10.6718,0.000296,329,0.07955
-10.3989,-4.8138,3.4927,0.001559,351,0.05111
-7.4319,-4.6963,8.3459,0.000682,334,0.07041
10.8502,-5.6165,3.3193,-0.000014,278,0.09192
2.6341,-3.7726,-11.4239,0.002852,279,0.17783
-0.6045,-5.3455,11.3900,0.001288,317,0.09250
-9.5088,-5.5413,-5.8308,0.000654,326,0.12414
11.2646,-4.7002,-1.8678,0.000616,267,0.14016
3.2060,-6.1731,10.8177,0.000787,309,0.08980
-10.9150,-5.1584,-1.2795,0.001011,342,0.09874
0.3787,-5.8448,11.3449,0.001198,314,0.08255
-2.3931,-4.4418,-11.3828,0.001072,291,0.15544
11.2506,-6.7552,0.3974,0.001862,275,0.11158
9.9384,-3.9874,-5.8200,0.000408,270,0.13311
3.7054,-4.0694,-11.0707,0.000510,278,0.17886
1.8083,-4.5794,-11.5475,0.001276,283,0.18069
8.8171,-4.4894,-7.4439,0.001861,274,0.17550
-9.1247,-5.3324,6.0742,0.001863,345,0.10477
-10.3773,-4.4357,-4.0829,0.001235,330,0.08879
7.2954,-4.1337,-8.9955,0.001257,274,0.24883
10.3833,-6.0107,4.4495,0.000639,279,0.03040
-0.4325,-3.9781,-11.7184,0.001679,283,0.05448
-4.1387,-6.4696,10.3915,0.002482,329,0.10838
-11.0234,-4.6648,-0.3045,0.001459,344,0.27472
-10.9465,-5.2756,0.6407,0.001949,348,0.27408
4.0633,-5.5392,10.6120,0.000116,305,0.10132
11.2925,-6.3004,-0.6720,0.002535,271,0.04464
-2.4748,-5.3817,11.1114,0.001090,321,0.08291
-6.5389,-6.2447,8.8941,0.001956,337,0.22341
11.3706,-5.6571,0.2674,-0.000237,271,0.11218
2.9060,-4.8780,-11.2831,0.000642,282,0.18308
-7.3078,-5.7607,8.2946,0.001647,338,0.21132
5.8532,-6.3333,9.6516,0.001959,301,0.12676
6.6134,-5.6399,9.2626,0.001657,297,0.19126
-7.3267,-5.6288,-8.7081,0.002293,314,0.09522
9.3334,-5.7365,6.4544,0.001995,286,0.10037
4.9890,-5.9393,10.1660,0.001546,302,0.12638
11.1526,-5.3719,2.2499,0.000738,275,0.11477
10.2357,-5.0260,5.0395,0.000628,279,0.22012
-3.3260,-5.9238,10.7988,0.001073,325,0.09832
-10.5929,-5.0376,-3.1668,0.000775,334,0.07907
5.9595,-5.7912,-9.8165,0.000402,282,0.24720
2.0796,-5.6795,-11.4129,0.000930,286,0.18313
-10.4917,-6.1494,-3.2011,0.001255,337,0.06048
-10.8237,-6.3807,0.5990,0.001269,350,0.10890
10.4190,-4.3516,-4.7993,0.000910,269,0.15110
-3.2135,-5.2067,-11.0949,0.001053,295,0.14967
-7.8690,-6.3366,7.5656,0.002263,342,0.20596
-9.9759,-4.9582,-4.9858,0.001452,329,0.08536
10.0064,-5.0766,-5.5590,0.002683,273,0.21628
-1.0019,-5.8580,-11.5113,0.000402,291,0.18764
3.9693,-5.1771,-10.8972,0.001011,282,0.24643
-10.8369,-4.5354,-2.2126,0.000545,338,0.09706
4.1456,-6.6022,10.4302,0.001331,306,0.11379
-1.5010,-5.9042,11.2329,0.001497,321,0.08825
8.1565,-5.5508,7.9188,0.001148,290,0.10584
-8.5251,-5.8404,6.8396,0.000552,342,0.06029
10.7719,-4.7980,-3.8001,0.000751,269,0.10838
11.2311,-6.0927,1.3593,0.000531,275,0.24322
-1.2821,-4.7636,-11.5737,0.001307,287,0.04745
-0.1578,-5.0747,-11.6545,0.002418,287,0.20979
11.2062,-5.8232,-1.7351,0.000827,271,0.16008
9.0143,-5.3593,-7.1087,0.002141,278,0.05119
-10.7448,-5.8644,1.5760,0.000533,352,0.07503
8.0386,-6.4963,7.8974,0.001426,294,0.04994
6.6568,-4.9790,-9.4269,0.002053,278,0.25221
1.2423,-6.4775,-11.4879,0.001374,290,0.19438
1.3566,-6.3281,11.1934,0.001884,314,0.16436
2.3253,-6.7944,10.9495,0.000368,313,0.08571
-8.5366,-5.5983,-7.3511,0.001346,318,0.07569
-9.9936,-5.3603,4.3675,0.000148,350,0.14317
7.5196,-5.2776,-8.7034,0.001467,278,0.23992
3.1721,-5.9802,-11.1266,0.002240,286,0.24690
-9.5317,-5.8944,5.2172,0.001764,349,0.10777
8.1777,-7.4028,7.5621,0.001427,294,0.22424
-4.2764,-4.8466,-10.7275,0.000829,299,0.23845
9.3653,-6.7583,6.1717,0.000274,287,0.27289
-10.7353,-5.6551,-2.2462,0.000616,338,0.07505
-10.9277,-5.7784,-0.3428,0.001990,346,0.11847
-2.1211,-5.5386,-11.3662,0.002068,291,0.04505
-0.5260,-6.4199,11.2611,0.001303,318,0.07622
-6.6606,-5.0458,-9.2934,0.000919,310,0.13705
-9.0738,-4.9733,-6.6373,0.000572,322,0.12892
0.6920,-4.2808,-11.7031,0.000689,283,0.21774
9.8886,-5.9856,5.4962,0.001506,283,0.20581
1.4317,-7.4039,11.0347,0.001356,317,0.09498
0.9681,-5.3796,-11.6070,0.001299,287,0.19354
-2.3778,-6.4513,11.0040,0.000903,325,0.09328
-5.0331,-6.0267,10.0007,0.003005,332,0.10483
-1.4248,-6.9817,11.1062,0.000838,322,0.08227
7.3801,-6.0838,8.5848,0.000522,294,0.11785
-6.5244,-6.1093,-9.3103,0.000587,311,0.10268
0.1215,-6.1726,-11.5823,-0.001055,291,0.19466
9.4086,-6.8433,-6.2363,0.000358,281,0.15741
-10.2766,-5.5400,-4.1055,0.000984,333,0.08125
-10.3565,-7.5364,2.4631,0.001552,358,0.02458
11.1057,-7.8787,0.5459,0.000321,279,0.07523
-7.6875,-7.3963,7.5043,0.000343,345,0.17011
-10.6231,-6.9654,1.5354,0.000757,354,0.05690
